interval,transfer,bitrate,retr,cwnd,timestamp,%user,%nice,%system,%iowait,%steal,%idle[...]
917,29.9,251,0,581,2024-11-04 23:22:47,0.76,0.0,28.75,0.0,0.0,70.48
918,29.5,247,1,445,2024-11-04 23:22:48,0.26,0.0,28.39,0.0,0.0,71.36
919,29.4,246,0,489,2024-11-04 23:22:49,0.0,0.0,28.5,0.0,0.0,71.5
920,29.4,246,0,529,2024-11-04 23:22:50,0.77,0.0,28.79,0.0,0.0,70.44
921,28.9,242,0,565,2024-11-04 23:22:51,0.51,0.0,29.82,0.26,0.0,69.41
922,29.1,244,1,432,2024-11-04 23:22:52,24.74,0.0,29.59,0.0,0.0,45.66
923,29.5,247,0,492,2024-11-04 23:22:53,3.84,0.0,28.9,0.0,0.0,67.26
924,29.2,245,0,535,2024-11-04 23:22:54,0.51,0.0,27.76,0.0,0.0,71.72
925,29.6,249,0,564,2024-11-04 23:22:55,0.26,0.0,28.39,0.0,0.0,71.36
926,30.0,252,0,581,2024-11-04 23:22:56,0.0,0.0,29.35,2.6,0.0,68.05
927,29.1,244,186,447,2024-11-04 23:22:57,0.26,0.0,27.69,0.0,0.0,72.05
928,29.9,251,0,492,2024-11-04 23:22:58,0.0,0.0,29.41,0.0,0.0,70.59
929,28.4,238,0,529,2024-11-04 23:22:59,6.92,0.0,28.72,0.0,0.0,64.36
930,29.8,250,0,567,2024-11-04 23:23:00,21.59,0.0,29.31,0.0,0.0,49.1
931,30.1,253,3,432,2024-11-04 23:23:01,0.51,0.0,29.01,0.51,0.0,69.97
932,29.9,251,0,493,2024-11-04 23:23:02,0.26,0.0,28.9,0.0,0.0,70.84
933,29.9,251,0,537,2024-11-04 23:23:03,0.26,0.0,28.64,0.0,0.0,71.1
934,29.9,251,0,566,2024-11-04 23:23:04,0.26,0.0,28.97,0.0,0.0,70.77
935,29.4,246,0,584,2024-11-04 23:23:05,0.26,0.0,28.46,0.0,0.0,71.28
936,29.4,246,2,463,2024-11-04 23:23:06,0.26,0.0,27.91,0.52,0.0,71.32
937,28.9,242,0,516,2024-11-04 23:23:07,14.4,0.0,29.31,0.0,0.0,56.3
938,29.9,251,0,552,2024-11-04 23:23:08,10.69,0.0,29.26,0.0,0.0,60.05
939,29.4,246,0,575,2024-11-04 23:23:09,0.25,0.0,30.0,0.0,0.0,69.75
940,29.2,245,3,420,2024-11-04 23:23:10,0.26,0.0,27.91,0.0,0.0,71.83
941,29.8,250,0,484,2024-11-04 23:23:11,1.28,0.0,30.36,2.81,0.0,65.56
942,29.9,251,0,531,2024-11-04 23:23:12,0.26,0.0,27.79,0.0,0.0,71.95
943,29.9,251,0,562,2024-11-04 23:23:13,0.26,0.0,28.79,0.0,0.0,70.95
944,29.4,246,0,581,2024-11-04 23:23:14,0.25,0.0,29.11,0.0,0.0,70.63
945,29.9,251,2,451,2024-11-04 23:23:15,0.25,0.0,29.52,0.0,0.0,70.23
946,29.9,251,0,507,2024-11-04 23:23:16,0.26,0.0,28.9,0.0,0.0,70.84
947,30.0,252,0,546,2024-11-04 23:23:17,0.25,0.0,30.05,0.51,0.0,69.19
948,29.8,250,0,571,2024-11-04 23:23:18,0.26,0.0,28.83,0.0,0.0,70.92
949,29.9,251,0,593,2024-11-04 23:23:19,0.26,0.0,28.09,0.0,0.0,71.65
950,29.9,251,2,459,2024-11-04 23:23:20,0.0,0.0,28.39,0.0,0.0,71.61
951,29.9,251,0,502,2024-11-04 23:23:21,0.51,0.0,28.21,0.0,0.0,71.28
952,29.4,246,0,541,2024-11-04 23:23:22,0.77,0.0,28.46,0.26,0.0,70.51
953,29.9,251,0,577,2024-11-04 23:23:23,0.77,0.0,28.32,0.0,0.0,70.92
954,29.0,243,54,318,2024-11-04 23:23:24,0.26,0.0,28.46,0.0,0.0,71.28
955,29.9,251,0,378,2024-11-04 23:23:25,0.26,0.0,27.69,0.0,0.0,72.05
956,29.8,250,0,430,2024-11-04 23:23:26,0.51,0.0,28.46,0.0,0.0,71.03
957,29.9,251,0,474,2024-11-04 23:23:27,0.0,0.0,29.08,0.51,0.0,70.41
958,29.9,251,0,517,2024-11-04 23:23:28,0.26,0.0,29.34,0.0,0.0,70.41
959,29.9,251,0,555,2024-11-04 23:23:29,0.26,0.0,28.83,0.0,0.0,70.92
960,29.8,250,0,591,2024-11-04 23:23:30,0.26,0.0,28.97,0.0,0.0,70.77
961,29.6,249,2,474,2024-11-04 23:23:31,1.02,0.0,30.18,0.0,0.0,68.8
962,29.9,251,0,524,2024-11-04 23:23:32,0.26,0.0,28.35,0.0,0.0,71.39
963,29.9,250,0,557,2024-11-04 23:23:33,0.26,0.0,28.28,0.0,0.0,71.47
964,29.4,246,0,579,2024-11-04 23:23:34,0.26,0.0,28.9,0.0,0.0,70.84
965,29.5,247,2,430,2024-11-04 23:23:35,0.51,0.0,29.77,0.0,0.0,69.72
966,30.0,252,0,475,2024-11-04 23:23:36,0.26,0.0,28.35,0.0,0.0,71.39
967,28.8,241,106,379,2024-11-04 23:23:37,0.51,0.0,27.55,0.77,0.0,71.17
968,29.9,251,0,430,2024-11-04 23:23:38,0.51,0.0,28.97,0.0,0.0,70.51
969,30.5,256,0,475,2024-11-04 23:23:39,0.26,0.0,28.79,0.0,0.0,70.95
970,29.6,249,0,517,2024-11-04 23:23:40,0.77,0.0,28.06,0.0,0.0,71.17
971,29.9,251,0,556,2024-11-04 23:23:41,0.26,0.0,28.79,0.0,0.0,70.95
972,29.5,247,1,413,2024-11-04 23:23:42,0.26,0.0,28.83,0.0,0.0,70.92
973,29.2,245,0,478,2024-11-04 23:23:43,0.25,0.0,29.19,0.0,0.0,70.56
974,29.9,251,0,526,2024-11-04 23:23:44,1.02,0.0,29.08,0.0,0.0,69.9
975,29.1,244,148,406,2024-11-04 23:23:45,0.51,0.0,29.01,0.0,0.0,70.48
976,29.9,251,0,454,2024-11-04 23:23:46,0.26,0.0,27.25,0.0,0.0,72.49
977,29.9,250,0,498,2024-11-04 23:23:47,0.51,0.0,29.05,0.0,0.0,70.44
978,29.9,251,0,537,2024-11-04 23:23:48,0.26,0.0,28.53,0.26,0.0,70.95
979,29.8,250,0,575,2024-11-04 23:23:49,0.0,0.0,28.79,0.0,0.0,71.21
980,29.9,251,4,442,2024-11-04 23:23:50,0.26,0.0,28.53,0.0,0.0,71.21
981,29.4,246,0,502,2024-11-04 23:23:51,0.77,0.0,28.57,0.0,0.0,70.66
982,29.9,251,0,543,2024-11-04 23:23:52,1.03,0.0,30.0,0.0,0.0,68.97
983,29.9,251,0,570,2024-11-04 23:23:53,0.26,0.0,28.64,0.0,0.0,71.1
984,29.9,251,0,589,2024-11-04 23:23:54,0.0,0.0,29.08,0.26,0.0,70.66
985,30.0,252,3,468,2024-11-04 23:23:55,0.26,0.0,28.64,0.0,0.0,71.1
986,29.4,246,0,519,2024-11-04 23:23:56,0.0,0.0,29.62,0.0,0.0,70.38
987,29.8,250,0,555,2024-11-04 23:23:57,0.0,0.0,28.2,0.0,0.0,71.8
988,29.5,247,0,579,2024-11-04 23:23:58,0.25,0.0,29.19,0.0,0.0,70.56
989,28.5,239,0,599,2024-11-04 23:23:59,0.77,0.0,28.97,0.26,0.0,70.0
990,28.9,242,0,632,2024-11-04 23:24:00,0.51,0.0,28.72,0.0,0.0,70.77
991,28.9,242,1,497,2024-11-04 23:24:01,0.76,0.0,29.01,0.0,0.0,70.23
992,28.9,242,0,553,2024-11-04 23:24:02,0.26,0.0,29.16,0.0,0.0,70.59
993,28.9,242,0,593,2024-11-04 23:24:03,0.51,0.0,28.75,0.0,0.0,70.74
994,28.9,242,1,442,2024-11-04 23:24:04,0.26,0.0,29.41,0.26,0.0,70.08
995,29.4,246,0,484,2024-11-04 23:24:05,0.51,0.0,29.37,0.0,0.0,70.13
996,29.4,246,0,524,2024-11-04 23:24:06,0.26,0.0,28.35,0.0,0.0,71.39
997,29.4,246,0,562,2024-11-04 23:24:07,0.76,0.0,29.95,0.0,0.0,69.29
998,29.5,247,1,426,2024-11-04 23:24:08,0.0,0.0,29.01,0.0,0.0,70.99
999,29.9,251,0,488,2024-11-04 23:24:09,0.25,0.0,29.19,0.25,0.0,70.3
1000,29.9,251,0,532,2024-11-04 23:24:10,0.76,0.0,28.86,0.0,0.0,70.38
1001,29.6,249,0,562,2024-11-04 23:24:11,0.25,0.0,29.52,0.25,0.0,69.97
1002,29.4,246,0,580,2024-11-04 23:24:12,1.51,0.0,30.73,0.0,0.0,67.76
1003,29.9,251,1,457,2024-11-04 23:24:13,0.25,0.0,29.37,0.0,0.0,70.38
1004,29.9,251,0,511,2024-11-04 23:24:14,0.26,0.0,29.16,0.26,0.0,70.33
1005,29.8,250,0,547,2024-11-04 23:24:15,0.77,0.0,29.08,0.0,0.0,70.15
1006,29.9,251,0,570,2024-11-04 23:24:16,0.26,0.0,28.39,0.0,0.0,71.36
1007,30.1,253,2,422,2024-11-04 23:24:17,0.26,0.0,28.32,0.0,0.0,71.43
1008,29.9,251,0,485,2024-11-04 23:24:18,0.26,0.0,28.97,0.0,0.0,70.77
1009,29.8,250,0,531,2024-11-04 23:24:19,0.51,0.0,28.5,0.25,0.0,70.74
1010,29.9,251,0,562,2024-11-04 23:24:20,1.03,0.0,28.46,0.0,0.0,70.51
1011,29.4,246,1,559,2024-11-04 23:24:21,0.26,0.0,28.28,0.0,0.0,71.47
1012,30.0,252,0,451,2024-11-04 23:24:22,1.04,0.0,28.57,0.0,0.0,70.39
1013,29.9,251,0,495,2024-11-04 23:24:23,0.76,0.0,29.04,0.0,0.0,70.2
1014,29.0,243,134,385,2024-11-04 23:24:24,0.26,0.0,28.35,0.0,0.0,71.39
1015,30.4,255,0,440,2024-11-04 23:24:25,0.0,0.0,27.88,0.0,0.0,72.12
1016,29.8,250,0,476,2024-11-04 23:24:26,0.0,0.0,29.16,0.0,0.0,70.84
1017,29.9,251,0,517,2024-11-04 23:24:27,0.51,0.0,28.53,0.0,0.0,70.95
1018,30.4,255,0,556,2024-11-04 23:24:28,0.51,0.0,28.97,0.0,0.0,70.51
1019,28.9,242,187,414,2024-11-04 23:24:29,0.0,0.0,28.64,0.77,0.0,70.59
1020,28.1,236,68,345,2024-11-04 23:24:30,1.29,0.0,27.51,0.0,0.0,71.21
1021,28.1,236,0,397,2024-11-04 23:24:31,0.0,0.0,28.39,0.0,0.0,71.61
1022,28.5,239,0,444,2024-11-04 23:24:32,0.77,0.0,29.92,0.0,0.0,69.31
1023,28.4,238,0,487,2024-11-04 23:24:33,0.26,0.0,29.34,0.0,0.0,70.41
1024,28.9,242,0,526,2024-11-04 23:24:34,0.25,0.0,29.26,0.0,0.0,70.48
1025,29.0,243,0,562,2024-11-04 23:24:35,0.51,0.0,29.59,0.0,0.0,69.9
1026,28.9,242,0,598,2024-11-04 23:24:36,0.26,0.0,28.46,0.0,0.0,71.28
1027,29.2,245,2,455,2024-11-04 23:24:37,0.51,0.0,29.29,0.0,0.0,70.2
1028,29.4,246,0,518,2024-11-04 23:24:38,1.02,0.0,29.44,0.0,0.0,69.54
1029,29.4,246,0,561,2024-11-04 23:24:39,0.51,0.0,28.57,0.51,0.0,70.41
1030,29.9,251,0,591,2024-11-04 23:24:40,0.0,0.0,28.72,0.0,0.0,71.28
1031,29.5,247,2,454,2024-11-04 23:24:41,1.28,0.0,29.49,0.0,0.0,69.23
1032,29.8,250,0,497,2024-11-04 23:24:42,0.0,0.0,28.94,0.0,0.0,71.06
1033,29.6,249,0,537,2024-11-04 23:24:43,0.51,0.0,29.11,0.0,0.0,70.38
1034,29.9,251,0,574,2024-11-04 23:24:44,1.78,0.0,31.3,0.0,0.0,66.92
1035,29.6,249,1,446,2024-11-04 23:24:45,0.51,0.0,29.11,0.0,0.0,70.38
1036,29.0,243,0,503,2024-11-04 23:24:46,0.0,0.0,28.97,0.0,0.0,71.03
1037,28.0,235,0,543,2024-11-04 23:24:47,0.26,0.0,29.31,0.51,0.0,69.92
1038,28.5,239,0,570,2024-11-04 23:24:48,0.25,0.0,29.26,0.0,0.0,70.48
1039,28.4,238,0,584,2024-11-04 23:24:49,0.51,0.0,29.34,0.26,0.0,69.9
1040,28.4,238,0,615,2024-11-04 23:24:50,0.51,0.0,29.26,0.0,0.0,70.23
1041,28.8,241,1,473,2024-11-04 23:24:51,0.77,0.0,28.97,0.0,0.0,70.26
1042,29.8,250,0,535,2024-11-04 23:24:52,0.51,0.0,28.57,0.0,0.0,70.92
1043,28.9,242,0,576,2024-11-04 23:24:53,0.0,0.0,28.35,0.0,0.0,71.65
1044,29.2,245,0,605,2024-11-04 23:24:54,0.25,0.0,29.26,0.0,0.0,70.48
1045,29.9,251,3,468,2024-11-04 23:24:55,0.26,0.0,28.64,0.0,0.0,71.1
1046,29.4,246,0,509,2024-11-04 23:24:56,0.25,0.0,28.93,0.0,0.0,70.81
1047,29.9,251,0,548,2024-11-04 23:24:57,0.26,0.0,28.97,0.0,0.0,70.77
1048,29.5,247,0,584,2024-11-04 23:24:58,0.26,0.0,29.08,0.0,0.0,70.66
1049,29.8,250,4,461,2024-11-04 23:24:59,1.03,0.0,28.46,0.26,0.0,70.26
1050,29.5,247,0,514,2024-11-04 23:25:00,0.77,0.0,28.06,0.0,0.0,71.17
1051,29.9,251,0,552,2024-11-04 23:25:01,0.26,0.0,28.61,0.0,0.0,71.13
1052,29.9,251,0,576,2024-11-04 23:25:02,0.77,0.0,29.23,0.0,0.0,70.0
1053,29.8,250,1,422,2024-11-04 23:25:03,0.0,0.0,28.72,0.0,0.0,71.28
1054,29.4,246,0,466,2024-11-04 23:25:04,0.76,0.0,28.86,0.51,0.0,69.87
1055,29.9,251,0,509,2024-11-04 23:25:05,0.51,0.0,28.83,0.0,0.0,70.66
1056,29.9,251,0,547,2024-11-04 23:25:06,0.0,0.0,29.44,0.0,0.0,70.56
1057,29.9,251,0,584,2024-11-04 23:25:07,1.28,0.0,28.64,0.0,0.0,70.08
1058,29.8,250,2,465,2024-11-04 23:25:08,0.0,0.0,28.76,4.66,0.0,66.58
1059,29.9,251,0,518,2024-11-04 23:25:09,0.0,0.0,28.46,0.0,0.0,71.54
1060,29.4,246,0,552,2024-11-04 23:25:10,0.77,0.0,28.13,0.0,0.0,71.1
1061,29.8,250,0,575,2024-11-04 23:25:11,1.04,0.0,29.02,0.0,0.0,69.95
1062,29.5,248,1,427,2024-11-04 23:25:12,0.0,0.0,28.24,0.0,0.0,71.76
1063,29.9,250,0,490,2024-11-04 23:25:13,0.77,0.0,28.72,0.0,0.0,70.51
1064,29.4,246,1,382,2024-11-04 23:25:14,0.51,0.0,28.68,0.51,0.0,70.3
1065,29.4,246,0,432,2024-11-04 23:25:15,1.28,0.0,30.18,0.0,0.0,68.54
1066,29.9,251,0,478,2024-11-04 23:25:16,0.26,0.0,29.08,0.0,0.0,70.66
1067,29.9,251,0,519,2024-11-04 23:25:17,0.26,0.0,28.46,0.0,0.0,71.28
1068,30.2,254,0,559,2024-11-04 23:25:18,0.25,0.0,29.01,0.0,0.0,70.74
1069,29.6,249,1,416,2024-11-04 23:25:19,0.26,0.0,28.72,0.26,0.0,70.77
1070,28.5,239,63,348,2024-11-04 23:25:20,0.0,0.0,27.91,0.0,0.0,72.09
1071,29.9,251,0,403,2024-11-04 23:25:21,0.51,0.0,28.13,0.0,0.0,71.36
1072,29.9,251,0,450,2024-11-04 23:25:22,1.28,0.0,29.08,0.0,0.0,69.64
1073,29.9,251,0,495,2024-11-04 23:25:23,0.26,0.0,28.28,0.0,0.0,71.47
1074,30.1,253,0,535,2024-11-04 23:25:24,0.0,0.0,28.24,0.0,0.0,71.76
1075,29.9,251,0,571,2024-11-04 23:25:25,0.26,0.0,28.39,0.0,0.0,71.36
1076,29.5,247,2,441,2024-11-04 23:25:26,0.26,0.0,28.64,0.0,0.0,71.1
1077,29.9,251,0,500,2024-11-04 23:25:27,0.26,0.0,28.9,0.0,0.0,70.84
1078,29.9,251,0,542,2024-11-04 23:25:28,0.26,0.0,28.28,0.0,0.0,71.47
1079,29.9,251,0,569,2024-11-04 23:25:29,0.0,0.0,28.9,0.26,0.0,70.84
1080,29.8,250,0,588,2024-11-04 23:25:30,0.76,0.0,29.52,0.0,0.0,69.72
1081,29.8,250,3,452,2024-11-04 23:25:31,0.51,0.0,28.57,0.0,0.0,70.92
1082,29.9,251,0,495,2024-11-04 23:25:32,0.25,0.0,29.52,0.0,0.0,70.23
1083,29.8,250,0,536,2024-11-04 23:25:33,1.03,0.0,28.79,0.0,0.0,70.18
1084,29.4,246,1,417,2024-11-04 23:25:34,0.26,0.0,29.08,0.0,0.0,70.66
1085,28.5,239,0,473,2024-11-04 23:25:35,0.51,0.0,28.83,0.0,0.0,70.66
1086,29.2,245,0,511,2024-11-04 23:25:36,0.0,0.0,29.23,0.0,0.0,70.77
1087,28.9,242,0,535,2024-11-04 23:25:37,0.25,0.0,29.26,0.0,0.0,70.48
1088,28.9,242,0,569,2024-11-04 23:25:38,1.28,0.0,28.64,0.26,0.0,69.82
1089,29.4,246,1,425,2024-11-04 23:25:39,0.0,0.0,27.91,0.0,0.0,72.09
1090,29.9,251,0,490,2024-11-04 23:25:40,0.25,0.0,30.28,0.0,0.0,69.47
1091,29.9,251,0,536,2024-11-04 23:25:41,0.26,0.0,28.35,0.0,0.0,71.39
1092,29.8,250,0,569,2024-11-04 23:25:42,0.25,0.0,29.8,0.0,0.0,69.95
1093,29.4,246,0,588,2024-11-04 23:25:43,0.26,0.0,28.21,0.0,0.0,71.54
1094,29.9,251,1,449,2024-11-04 23:25:44,0.77,0.0,28.97,0.0,0.0,70.26
1095,29.9,251,0,492,2024-11-04 23:25:45,0.51,0.0,28.21,0.0,0.0,71.28
1096,29.9,251,0,532,2024-11-04 23:25:46,0.0,0.0,29.08,0.0,0.0,70.92
1097,29.9,251,0,569,2024-11-04 23:25:47,0.51,0.0,28.39,0.0,0.0,71.1
1098,30.0,252,1,437,2024-11-04 23:25:48,0.25,0.0,28.75,0.25,0.0,70.74
1099,28.5,239,78,361,2024-11-04 23:25:49,0.0,0.0,28.28,0.0,0.0,71.72
1100,29.9,251,1,317,2024-11-04 23:25:50,0.51,0.0,28.02,0.0,0.0,71.47
1101,29.4,246,0,377,2024-11-04 23:25:51,0.0,0.0,28.61,0.0,0.0,71.39
1102,29.9,251,0,427,2024-11-04 23:25:52,1.02,0.0,30.61,0.0,0.0,68.37
1103,30.4,255,0,473,2024-11-04 23:25:53,0.76,0.0,29.22,0.25,0.0,69.77
1104,29.9,251,0,516,2024-11-04 23:25:54,0.0,0.0,28.68,0.0,0.0,71.32
1105,29.8,250,0,553,2024-11-04 23:25:55,0.51,0.0,29.01,0.0,0.0,70.48
1106,29.8,250,41,422,2024-11-04 23:25:56,0.26,0.0,28.64,0.0,0.0,71.1
1107,29.8,250,0,483,2024-11-04 23:25:57,0.0,0.0,29.34,0.0,0.0,70.66
1108,29.4,246,0,526,2024-11-04 23:25:58,0.51,0.0,28.83,0.0,0.0,70.66
1109,28.6,240,0,555,2024-11-04 23:25:59,7.22,0.0,28.61,0.0,0.0,64.18
1110,29.1,244,0,574,2024-11-04 23:26:00,21.57,0.0,29.19,0.0,0.0,49.24
1111,30.0,252,2,445,2024-11-04 23:26:01,0.77,0.0,29.49,0.0,0.0,69.74
1112,29.8,250,0,503,2024-11-04 23:26:02,0.0,0.0,28.9,0.0,0.0,71.1
1113,29.9,251,0,543,2024-11-04 23:26:03,0.25,0.0,29.19,0.76,0.0,69.8
1114,29.8,250,0,570,2024-11-04 23:26:04,0.51,0.0,28.9,0.0,0.0,70.59
1115,29.9,251,0,590,2024-11-04 23:26:05,0.0,0.0,28.17,0.0,0.0,71.83
1116,28.8,241,2,473,2024-11-04 23:26:06,0.0,0.0,28.42,0.0,0.0,71.58
1117,28.6,240,0,523,2024-11-04 23:26:07,16.46,0.0,29.87,0.0,0.0,53.67
1118,29.9,251,0,557,2024-11-04 23:26:08,12.28,0.0,28.9,0.26,0.0,58.57
1119,29.4,246,0,577,2024-11-04 23:26:09,0.0,0.0,29.08,0.0,0.0,70.92
1120,29.5,247,3,426,2024-11-04 23:26:10,0.26,0.0,28.28,0.0,0.0,71.47
1121,29.8,250,0,490,2024-11-04 23:26:11,0.25,0.0,30.5,0.0,0.0,69.25
1122,29.0,243,135,380,2024-11-04 23:26:12,0.51,0.0,28.72,0.0,0.0,70.77
1123,29.9,251,0,432,2024-11-04 23:26:13,0.51,0.0,28.35,0.0,0.0,71.14
1124,28.5,239,0,475,2024-11-04 23:26:14,0.26,0.0,29.16,0.26,0.0,70.33
1125,28.4,238,0,516,2024-11-04 23:26:15,24.68,0.0,29.26,0.0,0.0,46.06
1126,29.6,249,129,417,2024-11-04 23:26:16,4.13,0.0,27.39,0.0,0.0,68.48
1127,29.8,250,0,460,2024-11-04 23:26:17,0.26,0.0,28.83,0.0,0.0,70.92
1128,29.9,251,0,499,2024-11-04 23:26:18,0.26,0.0,28.35,0.0,0.0,71.39
1129,29.9,251,0,538,2024-11-04 23:26:19,0.51,0.0,28.39,0.0,0.0,71.1
1130,29.4,246,0,576,2024-11-04 23:26:20,0.26,0.0,29.41,0.0,0.0,70.33
1131,29.2,245,2,447,2024-11-04 23:26:21,0.77,0.0,29.74,0.0,0.0,69.49
1132,28.2,237,0,504,2024-11-04 23:26:22,7.61,0.0,30.2,0.0,0.0,62.18
1133,29.6,249,0,545,2024-11-04 23:26:23,20.15,0.0,29.59,0.0,0.0,50.26
1134,29.9,251,0,571,2024-11-04 23:26:24,0.25,0.0,29.01,0.25,0.0,70.48
1135,29.9,251,0,589,2024-11-04 23:26:25,0.26,0.0,28.35,0.0,0.0,71.39
1136,29.8,250,5,457,2024-11-04 23:26:26,0.26,0.0,28.83,0.0,0.0,70.92
1137,29.8,250,0,499,2024-11-04 23:26:27,0.26,0.0,28.64,0.0,0.0,71.1
1138,30.0,252,0,540,2024-11-04 23:26:28,0.25,0.0,29.44,0.0,0.0,70.3
1139,28.0,235,0,575,2024-11-04 23:26:29,0.26,0.0,28.46,0.26,0.0,71.03
1140,27.6,232,0,607,2024-11-04 23:26:30,15.05,0.0,29.34,0.0,0.0,55.61
1141,29.0,243,1,461,2024-11-04 23:26:31,14.5,0.0,29.26,0.0,0.0,56.23
1142,29.0,243,0,524,2024-11-04 23:26:32,0.0,0.0,28.72,0.0,0.0,71.28
1143,28.9,242,0,570,2024-11-04 23:26:33,0.0,0.0,29.34,0.0,0.0,70.66
1144,29.2,245,0,600,2024-11-04 23:26:34,0.25,0.0,29.11,0.25,0.0,70.38
1145,29.8,250,4,452,2024-11-04 23:26:35,0.26,0.0,28.9,0.0,0.0,70.84
1146,29.5,247,0,497,2024-11-04 23:26:36,0.75,0.0,30.58,0.0,0.0,68.67
1147,29.6,249,1,392,2024-11-04 23:26:37,0.0,0.0,29.16,0.0,0.0,70.84
1148,29.5,247,0,441,2024-11-04 23:26:38,1.02,0.0,28.39,0.0,0.0,70.59
1149,29.6,249,0,485,2024-11-04 23:26:39,0.26,0.0,28.79,0.26,0.0,70.69
1150,30.0,252,0,526,2024-11-04 23:26:40,0.0,0.0,28.57,0.0,0.0,71.43
1151,29.9,251,0,564,2024-11-04 23:26:41,1.03,0.0,29.72,0.0,0.0,69.25
1152,29.5,247,2,426,2024-11-04 23:26:42,0.0,0.0,28.09,0.0,0.0,71.91
1153,29.8,250,0,488,2024-11-04 23:26:43,0.76,0.0,28.68,0.0,0.0,70.56
1154,29.9,251,0,532,2024-11-04 23:26:44,1.02,0.0,29.01,0.0,0.0,69.97
1155,30.1,253,0,562,2024-11-04 23:26:45,0.26,0.0,28.46,0.26,0.0,71.03
1156,29.9,251,0,580,2024-11-04 23:26:46,0.26,0.0,28.39,0.0,0.0,71.36
1157,29.9,251,2,454,2024-11-04 23:26:47,0.51,0.0,29.29,0.0,0.0,70.2
1158,29.9,251,0,509,2024-11-04 23:26:48,0.0,0.0,28.35,0.0,0.0,71.65
1159,29.9,251,0,548,2024-11-04 23:26:49,0.25,0.0,29.26,0.0,0.0,70.48
1160,28.8,241,0,574,2024-11-04 23:26:50,0.0,0.0,28.61,0.0,0.0,71.39
1161,27.8,233,0,591,2024-11-04 23:26:51,0.76,0.0,29.26,0.0,0.0,69.97
1162,28.2,237,0,623,2024-11-04 23:26:52,0.76,0.0,30.46,0.0,0.0,68.78
1163,28.6,240,2,476,2024-11-04 23:26:53,0.51,0.0,28.46,0.0,0.0,71.03
1164,29.6,249,0,538,2024-11-04 23:26:54,0.51,0.0,28.21,0.0,0.0,71.28
1165,29.0,243,0,583,2024-11-04 23:26:55,0.0,0.0,28.97,0.26,0.0,70.77
1166,28.2,237,0,613,2024-11-04 23:26:56,0.5,0.0,29.65,0.0,0.0,69.85
1167,28.5,239,0,631,2024-11-04 23:26:57,0.0,0.0,29.27,0.0,0.0,70.73
1168,29.1,244,1,474,2024-11-04 23:26:58,0.26,0.0,28.39,0.0,0.0,71.36
1169,28.9,242,0,513,2024-11-04 23:26:59,1.27,0.0,29.52,0.0,0.0,69.21
1170,28.9,242,0,551,2024-11-04 23:27:00,0.0,0.0,29.16,0.0,0.0,70.84
1171,28.5,239,167,433,2024-11-04 23:27:01,0.26,0.0,28.97,0.0,0.0,70.77
1172,30.0,252,0,487,2024-11-04 23:27:02,1.03,0.0,29.05,0.77,0.0,69.15
1173,29.9,251,0,523,2024-11-04 23:27:03,0.25,0.0,28.75,0.0,0.0,70.99
1174,29.9,251,0,547,2024-11-04 23:27:04,0.26,0.0,28.97,0.0,0.0,70.77
1175,28.8,241,0,583,2024-11-04 23:27:05,0.26,0.0,29.08,0.51,0.0,70.15
1176,28.2,237,1,431,2024-11-04 23:27:06,0.26,0.0,29.16,0.0,0.0,70.59
1177,28.5,239,0,498,2024-11-04 23:27:07,15.23,0.0,29.7,0.0,0.0,55.08
1178,30.0,252,0,546,2024-11-04 23:27:08,13.78,0.0,28.83,0.0,0.0,57.4
1179,28.8,241,0,579,2024-11-04 23:27:09,0.0,0.0,28.97,0.0,0.0,71.03
1180,29.1,244,1,426,2024-11-04 23:27:10,0.25,0.0,29.62,0.76,0.0,69.37
1181,30.1,253,0,471,2024-11-04 23:27:11,0.77,0.0,28.02,0.0,0.0,71.21
1182,29.9,251,0,513,2024-11-04 23:27:12,0.0,0.0,28.12,0.0,0.0,71.88
1183,29.8,250,0,552,2024-11-04 23:27:13,0.26,0.0,28.72,0.0,0.0,71.03
1184,29.0,243,0,588,2024-11-04 23:27:14,0.26,0.0,28.64,0.0,0.0,71.1
1185,28.8,241,1,469,2024-11-04 23:27:15,21.37,0.0,30.28,0.51,0.0,47.84
1186,29.9,251,0,519,2024-11-04 23:27:16,6.68,0.0,29.05,0.0,0.0,64.27
1187,30.2,254,0,552,2024-11-04 23:27:17,0.26,0.0,28.72,0.0,0.0,71.03
1188,29.9,251,0,574,2024-11-04 23:27:18,0.25,0.0,28.75,0.0,0.0,70.99
1189,29.6,249,2,432,2024-11-04 23:27:19,0.26,0.0,28.42,0.0,0.0,71.32
1190,29.9,251,0,493,2024-11-04 23:27:20,0.0,0.0,29.85,0.0,0.0,70.15
1191,29.9,251,0,536,2024-11-04 23:27:21,0.5,0.0,29.47,0.0,0.0,70.03
1192,28.4,238,0,565,2024-11-04 23:27:22,4.82,0.0,30.96,0.0,0.0,64.21
1193,29.4,246,0,581,2024-11-04 23:27:23,23.85,0.0,29.74,0.0,0.0,46.41
1194,29.6,249,2,460,2024-11-04 23:27:24,0.5,0.0,30.6,0.0,0.0,68.91
1195,29.9,251,0,513,2024-11-04 23:27:25,0.0,0.0,28.79,0.26,0.0,70.95
1196,30.1,253,0,550,2024-11-04 23:27:26,0.51,0.0,28.21,0.0,0.0,71.28
