interval,transfer,bitrate,retr,cwnd,timestamp,%user,%nice,%system,%iowait,%steal,%idle[...]
285,28.9,242,0,590,2024-11-04 23:12:15,17.97,0.0,30.89,0.0,0.0,51.14
286,29.9,251,1,456,2024-11-04 23:12:16,10.97,0.0,30.1,0.0,0.0,58.93
287,29.4,246,0,498,2024-11-04 23:12:17,0.77,0.0,29.16,0.26,0.0,69.82
288,28.9,242,141,383,2024-11-04 23:12:18,0.25,0.0,29.26,0.0,0.0,70.48
289,29.4,246,0,440,2024-11-04 23:12:19,0.52,0.0,26.68,0.0,0.0,72.8
290,29.8,250,0,480,2024-11-04 23:12:20,0.52,0.0,28.61,0.0,0.0,70.88
291,29.4,246,0,514,2024-11-04 23:12:21,0.52,0.0,28.17,0.0,0.0,71.32
292,28.5,239,0,551,2024-11-04 23:12:22,1.54,0.0,29.05,0.0,0.0,69.41
293,29.0,243,184,409,2024-11-04 23:12:23,23.72,0.0,29.08,0.0,0.0,47.19
294,29.8,250,0,474,2024-11-04 23:12:24,0.51,0.0,27.99,0.0,0.0,71.5
295,29.4,246,0,521,2024-11-04 23:12:25,0.51,0.0,28.75,0.51,0.0,70.23
296,29.4,246,17,385,2024-11-04 23:12:26,0.0,0.0,28.61,0.0,0.0,71.39
297,29.6,249,0,432,2024-11-04 23:12:27,0.77,0.0,29.38,0.0,0.0,69.85
298,29.9,251,0,479,2024-11-04 23:12:28,0.26,0.0,27.72,0.78,0.0,71.24
299,28.2,237,115,379,2024-11-04 23:12:29,0.26,0.0,28.17,0.0,0.0,71.58
300,28.9,242,0,428,2024-11-04 23:12:30,11.22,0.0,28.32,0.77,0.0,59.69
301,28.8,241,86,331,2024-11-04 23:12:31,13.96,0.0,29.44,0.0,0.0,56.6
302,28.9,242,0,387,2024-11-04 23:12:32,0.51,0.0,27.51,0.0,0.0,71.98
303,28.9,242,0,436,2024-11-04 23:12:33,0.26,0.0,28.97,0.0,0.0,70.77
304,29.4,246,0,480,2024-11-04 23:12:34,0.26,0.0,28.46,0.0,0.0,71.28
305,29.4,246,0,519,2024-11-04 23:12:35,0.0,0.0,29.23,0.26,0.0,70.51
306,29.9,251,0,559,2024-11-04 23:12:36,0.51,0.0,29.55,0.0,0.0,69.95
307,28.5,239,0,593,2024-11-04 23:12:37,0.25,0.0,29.72,0.0,0.0,70.03
308,29.4,246,5,478,2024-11-04 23:12:38,18.46,0.0,28.97,0.0,0.0,52.56
309,29.9,251,0,526,2024-11-04 23:12:39,7.12,0.0,29.26,0.0,0.0,63.61
310,29.8,250,0,559,2024-11-04 23:12:40,0.0,0.0,28.79,0.0,0.0,71.21
311,29.1,244,168,432,2024-11-04 23:12:41,0.51,0.0,28.28,0.0,0.0,71.21
312,29.8,250,0,479,2024-11-04 23:12:42,0.76,0.0,27.99,0.0,0.0,71.25
313,29.4,246,0,519,2024-11-04 23:12:43,0.26,0.0,28.53,0.0,0.0,71.21
314,29.0,243,0,556,2024-11-04 23:12:44,9.21,0.0,28.9,0.0,0.0,61.89
315,29.2,245,1,413,2024-11-04 23:12:45,16.75,0.0,28.61,0.0,0.0,54.64
316,30.1,253,0,479,2024-11-04 23:12:46,0.26,0.0,30.0,0.0,0.0,69.74
317,29.9,251,0,526,2024-11-04 23:12:47,0.0,0.0,29.16,0.0,0.0,70.84
318,29.9,251,0,557,2024-11-04 23:12:48,0.26,0.0,28.35,0.0,0.0,71.39
319,29.4,246,0,577,2024-11-04 23:12:49,0.25,0.0,30.33,0.0,0.0,69.42
320,29.5,247,1,444,2024-11-04 23:12:50,0.0,0.0,28.53,0.26,0.0,71.21
321,28.9,242,0,502,2024-11-04 23:12:51,0.52,0.0,27.98,0.0,0.0,71.5
322,28.5,239,141,388,2024-11-04 23:12:52,18.78,0.0,29.44,0.0,0.0,51.78
323,30.2,254,0,437,2024-11-04 23:12:53,6.52,0.0,28.07,0.0,0.0,65.41
324,29.9,251,0,483,2024-11-04 23:12:54,0.0,0.0,28.97,0.0,0.0,71.03
325,29.8,250,0,523,2024-11-04 23:12:55,0.51,0.0,28.64,0.0,0.0,70.84
326,29.9,251,0,562,2024-11-04 23:12:56,0.26,0.0,28.83,0.0,0.0,70.92
327,30.0,252,2,417,2024-11-04 23:12:57,0.51,0.0,28.53,0.0,0.0,70.95
328,29.6,249,0,481,2024-11-04 23:12:58,0.26,0.0,28.64,0.0,0.0,71.1
329,27.9,234,0,529,2024-11-04 23:12:59,2.56,0.0,28.97,0.0,0.0,68.46
330,29.9,251,0,562,2024-11-04 23:13:00,25.19,0.0,29.52,0.25,0.0,45.04
331,29.9,251,0,583,2024-11-04 23:13:01,1.53,0.0,28.64,0.0,0.0,69.82
332,29.9,251,1,433,2024-11-04 23:13:02,0.0,0.0,28.79,0.0,0.0,71.21
333,29.9,251,0,479,2024-11-04 23:13:03,0.26,0.0,28.83,0.0,0.0,70.92
334,29.9,251,0,519,2024-11-04 23:13:04,0.26,0.0,28.72,0.0,0.0,71.03
335,29.9,251,0,559,2024-11-04 23:13:05,0.26,0.0,29.41,0.51,0.0,69.82
336,28.8,241,1,416,2024-11-04 23:13:06,0.26,0.0,28.21,0.0,0.0,71.54
337,28.9,242,0,480,2024-11-04 23:13:07,10.13,0.0,30.63,0.0,0.0,59.24
338,29.9,251,0,527,2024-11-04 23:13:08,19.69,0.0,29.41,0.0,0.0,50.9
339,29.9,251,0,559,2024-11-04 23:13:09,0.51,0.0,28.75,0.0,0.0,70.74
340,29.9,251,0,577,2024-11-04 23:13:10,0.26,0.0,28.28,0.51,0.0,70.95
341,30.0,252,2,442,2024-11-04 23:13:11,0.51,0.0,28.46,0.0,0.0,71.03
342,29.4,246,0,500,2024-11-04 23:13:12,0.25,0.0,29.44,0.0,0.0,70.3
343,29.4,246,146,380,2024-11-04 23:13:13,0.77,0.0,29.67,0.0,0.0,69.57
344,28.0,235,0,427,2024-11-04 23:13:14,0.26,0.0,28.06,0.0,0.0,71.68
345,28.8,241,0,473,2024-11-04 23:13:15,17.01,0.0,28.87,0.26,0.0,53.87
346,28.4,238,0,512,2024-11-04 23:13:16,12.28,0.0,28.9,0.0,0.0,58.82
347,29.4,246,0,550,2024-11-04 23:13:17,0.26,0.0,28.97,0.0,0.0,70.77
348,29.8,250,0,586,2024-11-04 23:13:18,0.26,0.0,28.46,0.0,0.0,71.28
349,29.2,245,2,465,2024-11-04 23:13:19,0.26,0.0,28.09,0.0,0.0,71.65
350,30.1,253,0,518,2024-11-04 23:13:20,0.26,0.0,29.12,0.0,0.0,70.62
351,28.4,238,136,407,2024-11-04 23:13:21,0.26,0.0,28.79,0.0,0.0,70.95
352,27.5,231,0,451,2024-11-04 23:13:22,0.26,0.0,28.32,0.0,0.0,71.43
353,29.2,245,0,494,2024-11-04 23:13:23,24.68,0.0,29.52,0.0,0.0,45.8
354,29.8,250,0,535,2024-11-04 23:13:24,4.52,0.0,29.9,0.0,0.0,65.58
355,29.8,250,0,571,2024-11-04 23:13:25,0.51,0.0,29.11,0.0,0.0,70.38
356,30.1,253,2,436,2024-11-04 23:13:26,0.52,0.0,29.97,0.26,0.0,69.25
357,29.9,251,0,497,2024-11-04 23:13:27,0.26,0.0,27.39,0.0,0.0,72.35
358,29.4,246,0,540,2024-11-04 23:13:28,0.77,0.0,28.97,0.0,0.0,70.26
359,28.8,241,0,567,2024-11-04 23:13:29,0.25,0.0,29.19,0.0,0.0,70.56
360,27.1,228,0,585,2024-11-04 23:13:30,6.84,0.0,30.13,0.0,0.0,63.04
361,28.4,238,0,615,2024-11-04 23:13:31,21.68,0.0,29.85,0.0,0.0,48.47
362,28.8,241,2,459,2024-11-04 23:13:32,0.26,0.0,28.97,0.26,0.0,70.51
363,29.2,245,0,526,2024-11-04 23:13:33,0.51,0.0,29.19,0.0,0.0,70.3
364,28.9,242,0,574,2024-11-04 23:13:34,0.0,0.0,28.87,0.0,0.0,71.13
365,29.4,246,1,423,2024-11-04 23:13:35,0.0,0.0,28.97,0.0,0.0,71.03
366,29.9,251,0,468,2024-11-04 23:13:36,0.26,0.0,28.61,0.0,0.0,71.13
367,28.4,238,0,509,2024-11-04 23:13:37,0.5,0.0,31.02,0.25,0.0,68.24
368,29.4,246,0,547,2024-11-04 23:13:38,17.13,0.0,29.72,0.0,0.0,53.15
369,29.9,251,0,584,2024-11-04 23:13:39,8.38,0.0,29.44,0.0,0.0,62.18
370,29.9,251,1,457,2024-11-04 23:13:40,0.0,0.0,28.87,0.0,0.0,71.13
371,29.9,251,0,513,2024-11-04 23:13:41,0.26,0.0,28.53,0.0,0.0,71.21
372,29.8,250,0,551,2024-11-04 23:13:42,0.26,0.0,28.79,0.0,0.0,70.95
373,29.4,246,0,575,2024-11-04 23:13:43,0.51,0.0,28.83,0.0,0.0,70.66
374,28.5,239,2,414,2024-11-04 23:13:44,9.46,0.0,29.16,0.0,0.0,61.38
375,29.8,250,0,460,2024-11-04 23:13:45,19.13,0.0,29.59,0.0,0.0,51.28
376,29.9,251,0,503,2024-11-04 23:13:46,0.26,0.0,28.35,0.0,0.0,71.39
377,29.9,251,0,542,2024-11-04 23:13:47,0.77,0.0,28.32,0.26,0.0,70.66
378,29.6,249,0,580,2024-11-04 23:13:48,0.25,0.0,29.7,0.0,0.0,70.05
379,29.4,246,6,450,2024-11-04 23:13:49,0.25,0.0,29.26,0.0,0.0,70.48
380,29.9,251,0,507,2024-11-04 23:13:50,0.51,0.0,28.97,0.0,0.0,70.51
381,28.9,242,0,547,2024-11-04 23:13:51,0.26,0.0,29.08,0.0,0.0,70.66
382,29.4,246,0,574,2024-11-04 23:13:52,19.85,0.0,29.01,0.25,0.0,50.89
383,29.9,251,0,590,2024-11-04 23:13:53,9.25,0.0,28.53,0.0,0.0,62.21
384,30.1,253,3,457,2024-11-04 23:13:54,0.77,0.0,28.57,0.0,0.0,70.66
385,29.8,250,0,500,2024-11-04 23:13:55,0.51,0.0,28.9,0.0,0.0,70.59
386,29.4,246,0,540,2024-11-04 23:13:56,0.26,0.0,27.91,0.0,0.0,71.83
387,30.0,252,0,576,2024-11-04 23:13:57,0.51,0.0,30.59,0.26,0.0,68.64
388,29.4,246,1,449,2024-11-04 23:13:58,0.26,0.0,28.09,0.0,0.0,71.65
389,28.5,239,0,505,2024-11-04 23:13:59,2.81,0.0,29.41,0.0,0.0,67.77
390,29.8,250,0,545,2024-11-04 23:14:00,25.06,0.0,29.62,0.0,0.0,45.32
391,28.6,240,0,571,2024-11-04 23:14:01,1.52,0.0,29.7,0.0,0.0,68.78
392,29.8,250,0,588,2024-11-04 23:14:02,0.26,0.0,29.59,0.0,0.0,70.15
393,29.8,250,4,469,2024-11-04 23:14:03,0.26,0.0,28.83,0.0,0.0,70.92
394,29.9,251,0,521,2024-11-04 23:14:04,0.26,0.0,28.64,0.0,0.0,71.1
395,30.2,254,0,555,2024-11-04 23:14:05,0.26,0.0,28.76,0.0,0.0,70.98
396,27.8,233,0,577,2024-11-04 23:14:06,0.26,0.0,28.28,0.0,0.0,71.47
397,28.6,240,3,422,2024-11-04 23:14:07,8.65,0.0,30.03,0.25,0.0,61.07
398,29.8,250,0,468,2024-11-04 23:14:08,20.05,0.0,29.44,0.0,0.0,50.51
399,29.9,251,0,509,2024-11-04 23:14:09,0.26,0.0,28.53,0.0,0.0,71.21
400,29.9,251,0,548,2024-11-04 23:14:10,0.51,0.0,29.16,0.0,0.0,70.33
401,29.5,247,0,585,2024-11-04 23:14:11,0.51,0.0,28.39,0.0,0.0,71.1
402,29.5,247,1,465,2024-11-04 23:14:12,0.25,0.0,30.23,0.25,0.0,69.27
403,29.4,246,0,517,2024-11-04 23:14:13,0.26,0.0,28.64,0.0,0.0,71.1
404,28.6,240,0,552,2024-11-04 23:14:14,0.26,0.0,29.08,0.0,0.0,70.66
405,28.9,242,0,575,2024-11-04 23:14:15,17.51,0.0,29.44,0.0,0.0,53.05
406,29.4,246,1,420,2024-11-04 23:14:16,11.28,0.0,28.97,0.0,0.0,59.74
407,29.6,249,0,465,2024-11-04 23:14:17,0.25,0.0,31.22,0.0,0.0,68.53
408,29.9,251,0,507,2024-11-04 23:14:18,0.26,0.0,28.72,0.26,0.0,70.77
409,29.9,251,0,547,2024-11-04 23:14:19,0.26,0.0,28.21,0.0,0.0,71.54
410,29.4,246,0,583,2024-11-04 23:14:20,0.0,0.0,30.63,0.0,0.0,69.37
411,29.9,251,4,460,2024-11-04 23:14:21,0.26,0.0,28.28,0.0,0.0,71.47
412,29.9,251,0,514,2024-11-04 23:14:22,0.51,0.0,29.44,0.0,0.0,70.05
413,29.9,251,0,552,2024-11-04 23:14:23,0.0,0.0,29.95,0.51,0.0,69.54
414,29.8,250,0,575,2024-11-04 23:14:24,0.26,0.0,28.83,0.0,0.0,70.92
415,29.5,247,1,420,2024-11-04 23:14:25,0.25,0.0,29.8,0.0,0.0,69.95
416,29.9,251,0,465,2024-11-04 23:14:26,0.26,0.0,28.97,0.0,0.0,70.77
417,29.4,246,4,372,2024-11-04 23:14:27,0.5,0.0,29.47,0.0,0.0,70.03
418,30.0,252,0,423,2024-11-04 23:14:28,0.0,0.0,29.72,0.5,0.0,69.77
419,29.9,251,0,470,2024-11-04 23:14:29,0.25,0.0,28.5,0.0,0.0,71.25
420,29.8,250,0,512,2024-11-04 23:14:30,0.51,0.0,29.59,0.0,0.0,69.9
421,29.9,251,0,551,2024-11-04 23:14:31,0.26,0.0,29.08,0.0,0.0,70.66
422,29.4,246,0,588,2024-11-04 23:14:32,0.0,0.0,29.08,0.0,0.0,70.92
423,29.9,251,2,470,2024-11-04 23:14:33,0.52,0.0,28.09,0.26,0.0,71.13
424,29.9,251,0,521,2024-11-04 23:14:34,0.0,0.0,28.35,0.0,0.0,71.65
425,29.4,246,0,555,2024-11-04 23:14:35,0.26,0.0,28.61,0.0,0.0,71.13
426,29.4,246,0,576,2024-11-04 23:14:36,0.77,0.0,29.64,0.0,0.0,69.59
427,28.2,237,31,428,2024-11-04 23:14:37,0.0,0.0,29.01,0.0,0.0,70.99
428,28.6,240,0,473,2024-11-04 23:14:38,15.72,0.0,27.06,0.52,0.0,56.7
429,29.9,251,0,513,2024-11-04 23:14:39,13.44,0.0,28.42,0.0,0.0,58.14
430,29.9,251,0,552,2024-11-04 23:14:40,0.25,0.0,28.93,0.0,0.0,70.81
431,29.4,246,0,588,2024-11-04 23:14:41,0.26,0.0,28.28,0.0,0.0,71.47
432,29.8,250,2,473,2024-11-04 23:14:42,0.25,0.0,30.71,4.31,0.0,64.72
433,29.4,246,0,521,2024-11-04 23:14:43,0.5,0.0,29.4,0.25,0.0,69.85
434,28.5,239,0,555,2024-11-04 23:14:44,10.26,0.0,29.49,0.0,0.0,60.26
435,28.5,239,0,575,2024-11-04 23:14:45,18.07,0.0,29.01,0.0,0.0,52.93
436,28.9,242,0,599,2024-11-04 23:14:46,0.51,0.0,29.01,0.0,0.0,70.48
437,28.9,242,1,450,2024-11-04 23:14:47,0.26,0.0,29.34,0.0,0.0,70.41
438,29.8,250,0,514,2024-11-04 23:14:48,0.51,0.0,29.19,0.25,0.0,70.05
439,29.9,251,0,561,2024-11-04 23:14:49,0.26,0.0,28.39,0.0,0.0,71.36
440,30.0,252,0,593,2024-11-04 23:14:50,0.26,0.0,28.97,0.0,0.0,70.77
441,27.9,234,54,346,2024-11-04 23:14:51,0.25,0.0,29.55,0.0,0.0,70.2
442,29.2,245,0,401,2024-11-04 23:14:52,19.23,0.0,28.21,0.0,0.0,52.56
443,29.8,250,0,449,2024-11-04 23:14:53,9.87,0.0,29.11,0.25,0.0,60.76
444,29.1,244,91,359,2024-11-04 23:14:54,0.0,0.0,28.79,0.0,0.0,71.21
445,29.8,250,0,412,2024-11-04 23:14:55,0.51,0.0,27.18,0.0,0.0,72.31
446,29.5,247,0,460,2024-11-04 23:14:56,0.0,0.0,29.77,0.0,0.0,70.23
447,29.0,243,0,502,2024-11-04 23:14:57,0.77,0.0,30.08,0.0,0.0,69.15
448,30.2,254,1,406,2024-11-04 23:14:58,0.0,0.0,28.87,0.26,0.0,70.88
449,28.0,235,0,449,2024-11-04 23:14:59,1.79,0.0,28.97,0.0,0.0,69.23
450,29.9,251,0,490,2024-11-04 23:15:00,25.38,0.0,29.7,0.0,0.0,44.92
451,29.8,250,0,531,2024-11-04 23:15:01,1.81,0.0,28.42,1.29,0.0,68.48
452,29.9,251,0,567,2024-11-04 23:15:02,0.77,0.0,29.49,1.79,0.0,67.95
453,30.1,253,1,437,2024-11-04 23:15:03,0.51,0.0,28.02,0.0,0.0,71.47
454,29.9,251,0,497,2024-11-04 23:15:04,0.0,0.0,28.87,0.0,0.0,71.13
455,29.8,250,0,538,2024-11-04 23:15:05,0.0,0.0,30.48,0.0,0.0,69.52
456,29.0,243,0,565,2024-11-04 23:15:06,0.77,0.0,27.95,0.0,0.0,71.28
457,28.4,238,0,583,2024-11-04 23:15:07,11.14,0.0,29.62,0.25,0.0,58.99
458,29.8,250,1,461,2024-11-04 23:15:08,17.74,0.0,29.82,0.0,0.0,52.44
459,29.9,251,0,514,2024-11-04 23:15:09,0.76,0.0,28.86,0.0,0.0,70.38
460,29.9,251,0,551,2024-11-04 23:15:10,0.0,0.0,29.44,0.0,0.0,70.56
461,29.9,251,0,574,2024-11-04 23:15:11,0.26,0.0,28.9,0.0,0.0,70.84
462,29.8,250,3,425,2024-11-04 23:15:12,0.76,0.0,29.22,0.0,0.0,70.03
463,29.8,250,0,488,2024-11-04 23:15:13,0.26,0.0,28.87,0.0,0.0,70.88
464,29.1,244,0,533,2024-11-04 23:15:14,0.51,0.0,29.01,0.0,0.0,70.48
465,28.2,237,0,564,2024-11-04 23:15:15,17.56,0.0,29.26,0.0,0.0,53.18
466,30.0,252,0,581,2024-11-04 23:15:16,11.48,0.0,29.34,0.0,0.0,59.18
467,30.1,253,1,438,2024-11-04 23:15:17,0.51,0.0,28.28,0.0,0.0,71.21
468,29.8,250,0,483,2024-11-04 23:15:18,0.25,0.0,29.01,0.0,0.0,70.74
469,29.9,251,0,524,2024-11-04 23:15:19,0.77,0.0,28.06,0.0,0.0,71.17
470,29.9,251,0,562,2024-11-04 23:15:20,0.0,0.0,29.2,0.0,0.0,70.8
471,28.4,238,0,596,2024-11-04 23:15:21,0.51,0.0,28.57,0.0,0.0,70.92
472,29.0,243,2,444,2024-11-04 23:15:22,0.52,0.0,30.41,0.0,0.0,69.07
473,30.0,252,0,511,2024-11-04 23:15:23,0.76,0.0,28.5,0.25,0.0,70.48
474,30.0,252,0,557,2024-11-04 23:15:24,0.26,0.0,28.9,0.0,0.0,70.84
475,29.9,251,0,590,2024-11-04 23:15:25,0.51,0.0,28.5,0.0,0.0,70.99
476,30.1,253,1,454,2024-11-04 23:15:26,0.25,0.0,29.72,0.0,0.0,70.03
477,29.6,249,0,497,2024-11-04 23:15:27,0.26,0.0,28.46,0.0,0.0,71.28
478,29.4,246,0,537,2024-11-04 23:15:28,0.0,0.0,30.3,0.25,0.0,69.44
479,29.4,246,27,412,2024-11-04 23:15:29,0.26,0.0,29.27,1.04,0.0,69.43
480,28.5,239,0,470,2024-11-04 23:15:30,0.26,0.0,28.68,0.0,0.0,71.06
481,28.9,242,0,512,2024-11-04 23:15:31,0.0,0.0,29.16,0.0,0.0,70.84
482,28.5,239,0,538,2024-11-04 23:15:32,0.26,0.0,28.72,0.0,0.0,71.03
483,29.2,245,0,565,2024-11-04 23:15:33,0.26,0.0,29.23,0.26,0.0,70.26
484,29.4,246,0,599,2024-11-04 23:15:34,0.25,0.0,29.01,0.0,0.0,70.74
485,28.6,240,70,339,2024-11-04 23:15:35,0.0,0.0,29.41,0.0,0.0,70.59
486,29.9,251,0,396,2024-11-04 23:15:36,0.75,0.0,28.25,0.0,0.0,71.0
487,29.9,251,0,445,2024-11-04 23:15:37,0.0,0.0,29.77,0.0,0.0,70.23
488,29.9,251,0,489,2024-11-04 23:15:38,0.26,0.0,29.41,0.0,0.0,70.33
489,29.8,250,0,529,2024-11-04 23:15:39,0.25,0.0,28.86,0.25,0.0,70.63
490,29.9,251,0,567,2024-11-04 23:15:40,0.0,0.0,28.97,0.0,0.0,71.03
491,29.5,247,2,432,2024-11-04 23:15:41,0.51,0.0,28.02,0.0,0.0,71.47
492,29.8,250,0,493,2024-11-04 23:15:42,0.51,0.0,30.08,0.0,0.0,69.41
493,29.9,251,14,383,2024-11-04 23:15:43,0.25,0.0,29.26,0.0,0.0,70.48
494,29.9,251,0,432,2024-11-04 23:15:44,0.76,0.0,29.22,0.25,0.0,69.77
495,29.8,250,0,479,2024-11-04 23:15:45,0.26,0.0,28.46,0.0,0.0,71.28
496,30.1,253,0,519,2024-11-04 23:15:46,0.25,0.0,29.01,0.0,0.0,70.74
497,29.9,251,0,559,2024-11-04 23:15:47,0.25,0.0,29.19,0.0,0.0,70.56
498,29.8,250,3,416,2024-11-04 23:15:48,0.26,0.0,28.53,0.0,0.0,71.21
499,29.9,251,0,481,2024-11-04 23:15:49,0.51,0.0,28.64,0.51,0.0,70.33
500,28.4,238,0,527,2024-11-04 23:15:50,0.0,0.0,29.05,0.0,0.0,70.95
501,29.0,243,20,411,2024-11-04 23:15:51,0.25,0.0,29.26,0.0,0.0,70.48
502,29.8,250,0,457,2024-11-04 23:15:52,0.77,0.0,29.23,0.0,0.0,70.0
503,29.1,244,0,499,2024-11-04 23:15:53,0.0,0.0,28.79,0.0,0.0,71.21
504,29.5,247,0,538,2024-11-04 23:15:54,0.26,0.0,28.72,0.26,0.0,70.77
505,29.6,249,0,576,2024-11-04 23:15:55,0.51,0.0,28.28,0.0,0.0,71.21
506,29.8,250,3,449,2024-11-04 23:15:56,0.26,0.0,28.57,0.0,0.0,71.17
507,30.0,252,0,505,2024-11-04 23:15:57,0.52,0.0,28.24,0.0,0.0,71.24
508,29.5,247,0,546,2024-11-04 23:15:58,0.51,0.0,28.53,0.0,0.0,70.95
509,28.4,238,0,571,2024-11-04 23:15:59,4.62,0.0,28.97,0.0,0.0,66.41
510,30.0,252,0,590,2024-11-04 23:16:00,24.04,0.0,29.67,0.0,0.0,46.29
511,29.9,251,1,456,2024-11-04 23:16:01,0.76,0.0,29.8,0.0,0.0,69.44
512,29.8,250,0,499,2024-11-04 23:16:02,0.51,0.0,30.26,0.0,0.0,69.23
513,30.0,252,0,538,2024-11-04 23:16:03,0.25,0.0,28.75,0.0,0.0,70.99
514,28.9,242,0,575,2024-11-04 23:16:04,0.26,0.0,28.35,0.0,0.0,71.39
515,29.9,251,1,444,2024-11-04 23:16:05,0.26,0.0,29.23,0.0,0.0,70.51
516,28.1,236,0,502,2024-11-04 23:16:06,0.76,0.0,29.52,0.25,0.0,69.47
517,28.5,239,0,543,2024-11-04 23:16:07,12.72,0.0,29.77,0.0,0.0,57.51
518,28.9,242,0,570,2024-11-04 23:16:08,19.49,0.0,28.97,0.0,0.0,51.54
519,28.8,241,0,586,2024-11-04 23:16:09,0.51,0.0,28.93,0.0,0.0,70.56
520,28.9,242,1,430,2024-11-04 23:16:10,0.51,0.0,28.21,0.0,0.0,71.28
521,29.6,249,0,497,2024-11-04 23:16:11,0.0,0.0,30.28,0.0,0.0,69.72
522,28.9,242,144,385,2024-11-04 23:16:12,0.0,0.0,29.05,0.0,0.0,70.95
523,29.9,251,0,435,2024-11-04 23:16:13,0.25,0.0,29.15,0.0,0.0,70.6
524,28.4,238,0,478,2024-11-04 23:16:14,0.51,0.0,28.9,0.0,0.0,70.59
525,29.4,246,0,518,2024-11-04 23:16:15,21.08,0.0,29.31,0.0,0.0,49.61
526,29.9,251,0,557,2024-11-04 23:16:16,7.4,0.0,29.34,0.0,0.0,63.27
527,29.4,246,3,414,2024-11-04 23:16:17,0.25,0.0,28.93,0.51,0.0,70.3
528,29.9,251,0,480,2024-11-04 23:16:18,0.5,0.0,31.66,0.0,0.0,67.84
529,29.4,246,0,527,2024-11-04 23:16:19,0.77,0.0,28.57,0.0,0.0,70.66
530,29.8,250,0,559,2024-11-04 23:16:20,0.0,0.0,29.31,0.0,0.0,70.69
531,29.9,251,0,579,2024-11-04 23:16:21,0.26,0.0,28.53,0.0,0.0,71.21
532,28.0,235,1,433,2024-11-04 23:16:22,4.9,0.0,28.61,0.0,0.0,66.49
533,29.8,250,0,479,2024-11-04 23:16:23,24.36,0.0,29.23,0.0,0.0,46.41
534,29.9,251,0,519,2024-11-04 23:16:24,0.26,0.0,28.64,0.0,0.0,71.1
535,29.9,251,7,392,2024-11-04 23:16:25,0.51,0.0,29.44,0.0,0.0,70.05
536,29.1,244,0,447,2024-11-04 23:16:26,0.26,0.0,27.62,0.0,0.0,72.12
537,29.8,250,0,494,2024-11-04 23:16:27,0.0,0.0,25.46,0.0,0.0,74.54
538,29.9,251,0,524,2024-11-04 23:16:28,0.0,0.0,29.67,0.0,0.0,70.33
539,29.1,244,0,560,2024-11-04 23:16:29,0.26,0.0,28.64,0.0,0.0,71.1
540,28.6,240,2,560,2024-11-04 23:16:30,13.42,0.0,28.61,0.0,0.0,57.97
541,29.9,251,0,479,2024-11-04 23:16:31,15.38,0.0,28.97,0.0,0.0,55.64
542,29.9,251,0,526,2024-11-04 23:16:32,0.76,0.0,28.68,0.0,0.0,70.56
543,29.8,250,0,559,2024-11-04 23:16:33,0.0,0.0,29.23,0.0,0.0,70.77
544,29.9,251,0,579,2024-11-04 23:16:34,0.0,0.0,28.72,0.26,0.0,71.03
545,30.0,252,2,442,2024-11-04 23:16:35,0.26,0.0,28.97,0.0,0.0,70.77
546,29.9,251,0,500,2024-11-04 23:16:36,0.51,0.0,28.83,0.0,0.0,70.66
547,27.6,232,124,396,2024-11-04 23:16:37,0.25,0.0,29.37,0.0,0.0,70.38
548,29.5,247,0,445,2024-11-04 23:16:38,24.16,0.0,28.28,0.0,0.0,47.56
549,29.9,251,0,489,2024-11-04 23:16:39,4.35,0.0,28.9,0.51,0.0,66.24
550,29.9,251,0,529,2024-11-04 23:16:40,0.0,0.0,29.08,0.0,0.0,70.92
551,29.9,251,0,567,2024-11-04 23:16:41,0.76,0.0,29.62,0.0,0.0,69.62
552,30.0,252,2,433,2024-11-04 23:16:42,0.77,0.0,30.43,0.0,0.0,68.8
553,29.1,244,0,493,2024-11-04 23:16:43,0.26,0.0,28.83,0.0,0.0,70.92
554,28.9,242,0,536,2024-11-04 23:16:44,11.7,0.0,28.75,0.25,0.0,59.29
555,29.6,249,0,565,2024-11-04 23:16:45,13.62,0.0,28.53,0.0,0.0,57.84
556,29.5,247,0,581,2024-11-04 23:16:46,0.0,0.0,28.97,0.0,0.0,71.03
557,29.9,251,2,457,2024-11-04 23:16:47,0.76,0.0,28.75,0.0,0.0,70.48
558,30.0,252,0,512,2024-11-04 23:16:48,0.25,0.0,28.93,0.0,0.0,70.81
559,29.9,251,0,550,2024-11-04 23:16:49,0.26,0.0,29.34,0.51,0.0,69.9
560,29.9,251,0,572,2024-11-04 23:16:50,0.0,0.0,28.79,0.0,0.0,71.21
561,27.4,230,33,432,2024-11-04 23:16:51,0.26,0.0,28.83,0.0,0.0,70.92
562,27.5,231,0,474,2024-11-04 23:16:52,22.56,0.0,28.72,0.0,0.0,48.72
563,28.5,239,0,514,2024-11-04 23:16:53,3.34,0.0,28.79,0.0,0.0,67.87
564,27.9,234,0,551,2024-11-04 23:16:54,0.26,0.0,29.16,0.0,0.0,70.59
565,28.5,239,0,586,2024-11-04 23:16:55,0.26,0.0,29.34,0.0,0.0,70.41
566,28.2,237,0,618,2024-11-04 23:16:56,0.26,0.0,29.16,0.0,0.0,70.59
567,29.0,243,1,478,2024-11-04 23:16:57,0.51,0.0,29.34,0.0,0.0,70.15
568,28.8,241,9,377,2024-11-04 23:16:58,0.0,0.0,28.79,0.0,0.0,71.21
